material_id,m3gnet_energy,m3gnet_volume,n_sites,e_form_per_atom_m3gnet,e_form_per_atom_m3gnet_uncorrected,e_form_per_atom_m3gnet_megnet_old,e_form_per_atom_m3gnet_megnet
wbm-3-20412,-26.5967,256.8942,9,-0.1616,-0.1616,-0.2104,-0.2104
wbm-3-20413,-35.6587,343.0085,12,-0.178,-0.178,-0.2244,-0.2244
wbm-3-20414,-5.9479,65.239,2,0.0351,0.0351,0.0778,0.0778
wbm-3-20415,-48.7264,201.8288,8,0.116,0.116,0.1216,0.1216
wbm-3-20416,-50.7117,183.3714,8,0.1978,0.1978,0.0884,0.0884
wbm-3-20417,-20.2978,79.0351,3,0.2131,0.2131,0.2045,0.2045
wbm-3-20418,-44.1541,142.8246,6,0.06,0.06,-0.1507,-0.1507
wbm-3-20419,-16.7008,77.844,3,-0.4326,-0.4326,-0.3695,-0.3695
wbm-3-20420,-28.9747,323.2054,10,-1.2368,-0.9164,-0.9337,-1.2541
wbm-3-20421,-28.8422,279.2007,10,-1.2065,-0.8861,-0.9089,-1.2293
wbm-3-20422,-19.5379,281.5501,8,-0.5903,-0.1898,-0.2002,-0.6007
wbm-3-20423,-32.519,617.1351,12,-1.1422,-0.7862,-0.7402,-1.0962
wbm-3-20424,-36.8313,373.923,12,-0.639,-0.283,-0.2979,-0.6538999999999999
wbm-3-20425,-39.1511,380.735,12,-0.6167,-0.2607,-0.3292,-0.6852
wbm-3-20426,-30.3299,321.8273,10,-1.2643,-0.9439,-0.9295,-1.2499
wbm-3-20427,-30.3217,348.5417,10,-1.2634,-0.943,-0.941,-1.2614
wbm-3-20428,-27.6539,319.8383,10,-1.2144,-0.894,-0.8912,-1.2116
wbm-3-20429,-27.8999,346.6539,10,-1.1948,-0.8744,-0.8667,-1.1871
wbm-3-20430,-23.183,362.8527,9,-0.6866,-0.3306,-0.3874,-0.7434000000000001
wbm-3-20431,-17.3935,216.3472,8,-0.2082,-0.2082,-0.2087,-0.2087
wbm-3-20432,-22.9657,169.0091,8,-0.2389,-0.2389,-0.2338,-0.2338
wbm-3-20433,-16.9509,164.3366,8,0.0553,0.0553,0.011,0.011
wbm-3-20434,-28.5489,130.8944,8,0.1272,0.1272,0.0727,0.0727
wbm-3-20435,-22.7681,163.8008,8,-0.2295,-0.2295,-0.2098,-0.2098
wbm-3-20436,-23.2561,180.8351,8,-0.2287,-0.2287,-0.2307,-0.2307
wbm-3-20437,-36.1241,157.9005,8,0.2077,0.2077,0.2486,0.2486
wbm-3-20438,-23.0348,171.2099,8,-0.2345,-0.2345,-0.2493,-0.2493
wbm-3-20439,-22.7626,166.705,8,-0.2401,-0.2401,-0.2186,-0.2186
wbm-3-20440,-32.9698,161.4061,8,0.1879,0.1879,0.3163,0.3163
wbm-3-20441,-22.8621,223.6412,12,0.0765,0.0765,0.0456,0.0456
wbm-3-20442,-12.9646,157.5894,8,0.0964,0.0964,0.0167,0.0167
wbm-3-20443,-22.197,261.5521,9,-0.1526,-0.1526,-0.162,-0.162
wbm-3-20444,-64.1561,279.5014,12,-0.2416,-0.2416,-0.2299,-0.2299
wbm-3-20445,-7.5368,62.9044,3,0.079,0.079,-0.0031,-0.0031
wbm-3-20446,-50.9602,176.6374,9,0.3277,0.3277,0.3053,0.3053
wbm-3-20447,-29.4841,372.2978,10,-0.6764,-0.5076,-0.4622,-0.631
wbm-3-20448,-30.0454,256.0183,12,-0.3166,-0.3166,-0.2923,-0.2923
wbm-3-20449,-24.2417,87.9715,4,-0.5514,-0.5514,-0.5504,-0.5504
wbm-3-20450,-18.6163,104.0966,4,-0.0721,-0.0721,-0.0144,-0.0144
wbm-3-20451,-31.6625,140.152,6,0.0447,0.0447,-0.0095,-0.0095
wbm-3-20452,-11.3104,89.2029,4,-0.1677,-0.1677,-0.1159,-0.1159
wbm-3-20453,-33.0509,196.8697,9,-0.227,-0.227,-0.243,-0.243
wbm-3-20454,-29.2089,144.069,6,-0.2865,-0.2865,-0.2347,-0.2347
wbm-3-20455,-43.2487,215.0667,9,-0.2238,-0.2238,-0.2647,-0.2647
wbm-3-20456,-25.1062,69.9431,4,-0.733,-0.733,-0.7919,-0.7919
wbm-3-20457,-26.078,139.1292,6,-0.2147,-0.2147,-0.1781,-0.1781
wbm-3-20458,-14.8867,498.4991,8,0.0914,0.0914,0.2659,0.2659
wbm-3-20459,-4.9691,179.1788,3,0.307,0.307,0.5807,0.5807
wbm-3-20460,-11.5563,138.0612,4,0.4202,0.4202,0.6221,0.6221
wbm-3-20461,-20.7096,337.8951,9,0.8864,0.8864,0.9724,0.9724
wbm-3-20462,-40.2387,345.3351,9,0.6246,0.6246,0.5435,0.5435
wbm-3-20463,-20.1227,327.01,9,0.936,0.936,0.998,0.998
wbm-3-20464,-21.2566,339.3656,9,0.8478,0.8478,0.8786,0.8786
wbm-3-20465,-24.538,81.7986,4,-0.5967,-0.5967,-0.5965,-0.5965
wbm-3-20466,-24.7046,85.0574,4,-0.6383,-0.6383,-0.6415,-0.6415
wbm-3-20467,-22.4347,84.0953,4,-0.7627,-0.7627,-0.7809,-0.7809
wbm-3-20468,-16.7327,97.5798,4,-0.2643,-0.2643,-0.2378,-0.2378
wbm-3-20469,-55.4488,305.5036,12,-0.1831,-0.1831,-0.171,-0.171
wbm-3-20470,-35.9459,201.4064,8,-0.3717,-0.3717,-0.3406,-0.3406
wbm-3-20471,-28.0643,139.9174,6,-0.4787,-0.4787,-0.5096,-0.5096
wbm-3-20472,-30.2134,187.1448,9,-0.3538,-0.3538,-0.3523,-0.3523
wbm-3-20473,-40.5987,198.1578,9,-0.3714,-0.3714,-0.3633,-0.3633
wbm-3-20474,-13.5924,71.8101,3,-0.3913,-0.3913,-0.3953,-0.3953
wbm-3-20475,-54.0173,267.0866,12,-0.3619,-0.3619,-0.3081,-0.3081
wbm-3-20476,-24.0706,68.2552,4,-0.8057,-0.8057,-0.8235,-0.8235
wbm-3-20477,-18.3868,82.9528,4,-0.2437,-0.2437,-0.2499,-0.2499
wbm-3-20478,-24.6383,79.586,4,-0.6413,-0.6413,-0.6391,-0.6391
wbm-3-20479,-22.4927,82.1836,4,-0.7968,-0.7968,-0.8112,-0.8112
wbm-3-20480,-16.6237,95.6019,4,-0.2566,-0.2566,-0.2317,-0.2317
wbm-3-20481,-36.9487,208.5478,8,-0.168,-0.168,-0.1864,-0.1864
wbm-3-20482,-17.383,75.9862,4,-0.5421,-0.5421,-0.578,-0.578
wbm-3-20483,-35.9522,211.8583,8,-0.3823,-0.3823,-0.3009,-0.3009
wbm-3-20484,-30.1988,182.9465,9,-0.3652,-0.3652,-0.3488,-0.3488
wbm-3-20485,-40.394,196.2358,9,-0.3617,-0.3617,-0.3472,-0.3472
wbm-3-20486,-13.5586,71.5245,3,-0.393,-0.393,-0.3772,-0.3772
wbm-3-20487,-24.2023,67.23,4,-0.8484,-0.8484,-0.8798,-0.8798
wbm-3-20488,-36.9051,165.5555,8,-0.2797,-0.2797,-0.2889,-0.2889
wbm-3-20489,-18.4589,82.6445,4,-0.2813,-0.2813,-0.2931,-0.2931
wbm-3-20490,-39.3003,152.6684,6,-0.4563,-0.4563,-0.5365,-0.5365
wbm-3-20491,-46.8663,203.689,9,-0.3091,-0.3091,-0.328,-0.328
wbm-3-20492,-57.0014,219.8183,9,-0.2989,-0.2989,-0.3202,-0.3202
wbm-3-20493,-19.0682,78.8954,3,-0.3215,-0.3215,-0.3033,-0.3033
wbm-3-20494,-29.1623,107.2461,4,-0.095,-0.095,-0.1032,-0.1032
wbm-3-20495,-20.1907,201.3753,7,-0.8034,-0.4982,-0.359,-0.6641429999999999
wbm-3-20496,-36.1183,150.329,8,-0.4927,-0.4927,-0.4766,-0.4766
wbm-3-20497,-33.8871,144.1989,8,-0.5453,-0.5453,-0.5423,-0.5423
wbm-3-20498,-33.8032,140.9019,8,-0.5446,-0.5446,-0.5422,-0.5422
wbm-3-20499,-44.5136,149.8842,8,-0.4523,-0.4523,-0.3827,-0.3827
wbm-3-20500,-96.9941,238.0687,9,-0.2647,-0.2647,-0.3287,-0.3287
wbm-3-20501,-52.6565,147.995,8,-0.5242,-0.5242,-0.5431,-0.5431
wbm-3-20502,-33.7929,142.8389,8,-0.5397,-0.5397,-0.5475,-0.5475
wbm-3-20503,-34.5559,161.6595,8,-0.5466,-0.5466,-0.5023,-0.5023
wbm-3-20504,-33.4023,138.6724,8,-0.5062,-0.5062,-0.527,-0.527
wbm-3-20505,-42.6066,122.0021,8,-0.2616,-0.2616,-0.1101,-0.1101
wbm-3-20506,-34.1842,154.5345,8,-0.5422,-0.5422,-0.5264,-0.5264
wbm-3-20507,-87.3026,167.6288,9,0.06,0.06,0.2716,0.2716
wbm-3-20508,-46.8577,144.1236,8,-0.0814,-0.0814,0.0173,0.0173
wbm-3-20509,-46.8642,143.1431,8,-0.0822,-0.0822,0.0367,0.0367
wbm-3-20510,-34.1821,157.1083,8,-0.5387,-0.5387,-0.5152,-0.5152
wbm-3-20511,-48.5302,137.0418,8,0.0395,0.0395,0.0129,0.0129
wbm-3-20512,-34.1758,150.89,8,-0.5535,-0.5535,-0.5381,-0.5381
wbm-3-20513,-26.5424,165.635,8,-0.3566,-0.3566,-0.3138,-0.3138
wbm-3-20514,-45.6538,123.6172,8,-0.2034,-0.2034,-0.137,-0.137
wbm-3-20515,-34.0818,144.8333,8,-0.5628,-0.5628,-0.545,-0.545
wbm-3-20516,-39.0746,155.8642,8,-0.492,-0.492,-0.4929,-0.4929
wbm-3-20517,-33.4724,140.4471,8,-0.5262,-0.5262,-0.542,-0.542
wbm-3-20518,-43.9749,142.8637,8,-0.1352,-0.1352,-0.1321,-0.1321
wbm-3-20519,-27.1536,142.2582,8,-0.4704,-0.4704,-0.495,-0.495
wbm-3-20520,-16.9838,112.9331,5,-0.3763,-0.3763,-0.3592,-0.3592
wbm-3-20521,-42.4503,178.9217,9,-0.6889,-0.6889,-0.6501,-0.6501
wbm-3-20522,-42.2404,176.1462,9,-0.6786,-0.6786,-0.6601,-0.6601
wbm-3-20523,-70.6579,188.2519,9,-0.6667,-0.6667,-0.6499,-0.6499
wbm-3-20524,-42.3436,177.0497,9,-0.6852,-0.6852,-0.6528,-0.6528
wbm-3-20525,-43.5774,205.0487,9,-0.7044,-0.7044,-0.628,-0.628
wbm-3-20526,-41.818,170.2858,9,-0.6473,-0.6473,-0.6402,-0.6402
wbm-3-20527,-42.9637,197.9427,9,-0.6879,-0.6879,-0.607,-0.607
wbm-3-20528,-65.2411,204.4057,9,-0.0009,-0.0009,-0.3108,-0.3108
wbm-3-20529,-42.7521,189.7296,9,-0.6852,-0.6852,-0.6417,-0.6417
wbm-3-20530,-42.5994,181.6016,9,-0.6963,-0.6963,-0.661,-0.661
wbm-3-20531,-41.9503,173.5189,9,-0.677,-0.677,-0.6437,-0.6437
wbm-3-20532,-58.0333,173.9043,9,-0.1922,-0.1922,-0.1973,-0.1973
wbm-3-20533,-32.2377,177.9413,9,-0.5766,-0.5766,-0.5519,-0.5519
wbm-3-20534,-46.5585,200.1272,9,-0.6618,-0.6618,-0.5894,-0.5894
wbm-3-20535,-39.9193,261.3591,12,-0.3048,-0.3048,-0.2766,-0.2766
wbm-3-20536,-65.415,215.7648,12,-0.4033,-0.4033,-0.3946,-0.3946
wbm-3-20537,-47.8172,229.3526,12,-0.4602,-0.4602,-0.4202,-0.4202
wbm-3-20538,-47.6332,230.0046,12,-0.4448,-0.4448,-0.4003,-0.4003
wbm-3-20539,-47.2014,221.8286,12,-0.4368,-0.4368,-0.4204,-0.4204
wbm-3-20540,-39.5716,237.6246,12,-0.3141,-0.3141,-0.2981,-0.2981
wbm-3-20541,-52.0214,223.2657,12,-0.3975,-0.3975,-0.3814,-0.3814
wbm-3-20542,-39.8125,212.3663,12,-0.3592,-0.3592,-0.3753,-0.3753
wbm-3-20543,-39.6743,215.1732,12,-0.3477,-0.3477,-0.3253,-0.3253
wbm-3-20544,-50.4865,214.7132,12,-0.4275,-0.4275,-0.3769,-0.3769
wbm-3-20545,-26.5325,134.5972,7,-0.3607,-0.3607,-0.3401,-0.3401
wbm-3-20546,-26.5959,136.216,7,-0.3679,-0.3679,-0.3343,-0.3343
wbm-3-20547,-26.5146,132.3785,7,-0.3652,-0.3652,-0.3548,-0.3548
wbm-3-20548,-32.306,116.7434,7,-0.1726,-0.1726,-0.1826,-0.1826
wbm-3-20549,-29.0137,137.7168,7,-0.3372,-0.3372,-0.346,-0.346
wbm-3-20550,-32.2143,126.9606,7,-0.2404,-0.2404,-0.2064,-0.2064
wbm-3-20551,-22.8228,127.4414,7,-0.2919,-0.2919,-0.3252,-0.3252
wbm-3-20552,-26.6828,165.4619,8,-0.312,-0.312,-0.3111,-0.3111
wbm-3-20553,-30.8214,150.6154,8,-0.3276,-0.3276,-0.3407,-0.3407
wbm-3-20554,-29.313,148.6502,8,-0.3048,-0.3048,-0.3159,-0.3159
wbm-3-20555,-29.1339,148.0201,8,-0.2873,-0.2873,-0.2483,-0.2483
wbm-3-20556,-35.0436,152.9639,8,-0.3105,-0.3105,-0.3313,-0.3313
wbm-3-20557,-29.2318,148.6403,8,-0.2977,-0.2977,-0.3044,-0.3044
wbm-3-20558,-28.9042,147.2312,8,-0.2644,-0.2644,-0.2174,-0.2174
wbm-3-20559,-36.6601,144.5652,8,-0.1806,-0.1806,-0.091,-0.091
wbm-3-20560,-36.4565,143.6867,8,0.0099,0.0099,0.2396,0.2396
wbm-3-20561,-29.3734,148.9018,8,-0.3089,-0.3089,-0.3267,-0.3267
wbm-3-20562,-29.0168,147.4918,8,-0.2841,-0.2841,-0.2601,-0.2601
wbm-3-20563,-35.0044,142.418,8,-0.1806,-0.1806,-0.0965,-0.0965
wbm-3-20564,-31.2206,148.8231,8,-0.3108,-0.3108,-0.3256,-0.3256
wbm-3-20565,-32.7703,142.4908,8,-0.2444,-0.2444,-0.1082,-0.1082
wbm-3-20566,-57.1972,242.6063,12,-0.413,-0.413,-0.3974,-0.3974
wbm-3-20567,-53.3397,228.4899,12,-0.5336,-0.5336,-0.5086,-0.5086
wbm-3-20568,-53.2707,224.2946,12,-0.5409,-0.5409,-0.5299,-0.5299
wbm-3-20569,-55.2867,184.7689,9,-0.3365,-0.3365,-0.3203,-0.3203
wbm-3-20570,-68.021,176.5005,9,-0.4901,-0.4901,-0.4577,-0.4577
wbm-3-20571,-54.613,144.6802,9,-0.3733,-0.3733,-0.4023,-0.4023
wbm-3-20572,-39.8472,169.5473,9,-0.5242,-0.5242,-0.4956,-0.4956
wbm-3-20573,-53.226,225.3208,12,-0.5323,-0.5323,-0.5273,-0.5273
wbm-3-20574,-19.5312,114.1048,6,0.0378,0.0378,0.059,0.059
wbm-3-20575,-29.311,165.0261,9,0.0362,0.0362,0.0333,0.0333
wbm-3-20576,-27.0065,132.1226,6,-0.48,-0.48,-0.4587,-0.4587
wbm-3-20577,-27.043,137.4342,6,-0.4861,-0.4861,-0.4508,-0.4508
wbm-3-20578,-53.9688,261.4319,12,-0.4763,-0.4763,-0.4532,-0.4532
wbm-3-20579,-52.8739,217.2657,12,-0.5234,-0.5234,-0.5107,-0.5107
wbm-3-20580,-26.6458,127.2264,6,-0.4758,-0.4758,-0.4594,-0.4594
wbm-3-20581,-53.3953,249.2917,12,-0.4845,-0.4845,-0.4592,-0.4592
wbm-3-20582,-39.9356,94.9413,6,0.0358,0.0358,0.1586,0.1586
wbm-3-20583,-59.4437,162.8656,9,0.0868,0.0868,0.1424,0.1424
wbm-3-20584,-80.6699,195.9959,12,-0.0308,-0.0308,0.0636,0.0636
wbm-3-20585,-80.5928,194.0839,12,-0.0244,-0.0244,0.078,0.078
wbm-3-20586,-26.6208,130.7611,6,-0.4674,-0.4674,-0.4452,-0.4452
wbm-3-20587,-53.2775,253.9554,12,-0.4704,-0.4704,-0.4431,-0.4431
wbm-3-20588,-63.8055,154.1766,9,0.0422,0.0422,0.0061,0.0061
wbm-3-20589,-85.6334,215.7042,12,-0.0044,-0.0044,-0.1351,-0.1351
wbm-3-20590,-58.2812,298.9913,12,-1.1681,-0.9321,-0.8204,-1.0564
wbm-3-20591,-45.0012,323.8149,12,-0.901,-0.665,-0.512,-0.748
wbm-3-20592,-56.0149,286.5323,12,-1.2003,-0.9643,-0.8955,-1.1315
wbm-3-20593,-64.16,272.0082,12,-0.9873,-0.7513,-0.7702,-1.0062
wbm-3-20594,-55.7788,279.2783,12,-1.1847,-0.9487,-0.8991,-1.1351
wbm-3-20595,-57.3421,313.1005,12,-1.256,-1.02,-0.8821,-1.1181
wbm-3-20596,-61.767,249.9686,12,-0.7639,-0.5279,-0.5199,-0.7559
wbm-3-20597,-56.4034,299.9873,12,-1.2058,-0.9698,-0.8478,-1.0838
wbm-3-20598,-68.7875,283.0304,12,-0.8745,-0.6385,-0.6731,-0.9091
wbm-3-20599,-68.7634,283.6876,12,-0.8725,-0.6365,-0.6744,-0.9104
wbm-3-20600,-56.4562,307.078,12,-1.208,-0.972,-0.8343,-1.0703
wbm-3-20601,-72.8536,289.5141,12,-0.9933,-0.7573,-0.6748,-0.9107999999999999
wbm-3-20602,-72.8333,287.4332,12,-0.9916,-0.7556,-0.7014,-0.9374
wbm-3-20603,-56.3231,295.2091,12,-1.2073,-0.9713,-0.8865,-1.1225
wbm-3-20604,-49.1992,291.9899,12,-1.1185,-0.8825,-0.7486,-0.9846
wbm-3-20605,-65.0255,255.284,12,-0.7427,-0.5067,-0.4887,-0.7247
wbm-3-20606,-56.1342,286.3998,12,-1.2056,-0.9696,-0.857,-1.093
wbm-3-20607,-44.8058,284.5611,12,-0.6402,-0.4042,-0.2909,-0.5268999999999999
wbm-3-20608,-55.4209,277.9177,12,-1.1726,-0.9366,-0.8854,-1.1214
wbm-3-20609,-49.175,270.2504,12,-1.1415,-0.9055,-0.8856,-1.1216
wbm-3-20610,-59.4935,282.7642,12,-1.1802,-0.9442,-0.8977,-1.1337000000000002
wbm-3-20611,-61.7602,274.4478,12,-1.0222,-0.7862,-0.7627,-0.9987
wbm-3-20612,-26.6842,122.8124,6,-0.4987,-0.4987,-0.469,-0.469
wbm-3-20613,-53.4576,241.5444,12,-0.5062,-0.5062,-0.4776,-0.4776
wbm-3-20614,-19.3215,143.4424,6,-0.2813,-0.2813,-0.3417,-0.3417
wbm-3-20615,-28.9941,200.0813,9,-0.2826,-0.2826,-0.2312,-0.2312
wbm-3-20616,-26.6341,117.1349,6,-0.5184,-0.5184,-0.4936,-0.4936
wbm-3-20617,-53.5045,231.9858,12,-0.5381,-0.5381,-0.5163,-0.5163
wbm-3-20618,-55.2789,370.4884,12,-0.8224,-0.6114,-0.6099,-0.8209
wbm-3-20619,-31.6956,124.7143,6,-0.4355,-0.4355,-0.4818,-0.4818
wbm-3-20620,-63.632,246.4627,12,-0.4556,-0.4556,-0.4369,-0.4369
wbm-3-20621,-52.7744,219.0884,12,-0.5302,-0.5302,-0.5315,-0.5315
wbm-3-20622,-55.5304,158.9165,9,-0.0305,-0.0305,0.0674,0.0674
wbm-3-20623,-74.9359,209.8107,12,-0.1051,-0.1051,-0.1051,-0.1051
wbm-3-20624,-19.8892,112.3973,6,-0.4259,-0.4259,-0.4711,-0.4711
wbm-3-20625,-29.9351,166.9847,9,-0.4372,-0.4372,-0.4356,-0.4356
wbm-3-20626,-60.8898,228.9456,12,-0.5429,-0.5429,-0.5361,-0.5361
wbm-3-20627,-67.9087,197.7188,12,-0.4341,-0.4341,-0.4335,-0.4335
wbm-3-20628,-35.4229,98.0164,4,-0.2022,-0.2022,-0.2775,-0.2775
wbm-3-20629,-46.9006,142.5856,6,-0.4617,-0.4617,-0.535,-0.535
wbm-3-20630,-23.5431,73.9375,3,-0.4926,-0.4926,-0.5711,-0.5711
wbm-3-20631,-19.3063,88.0614,4,-0.1309,-0.1309,-0.1792,-0.1792
wbm-3-20632,-68.0146,209.3382,9,-0.2612,-0.2612,-0.2725,-0.2725
wbm-3-20633,-22.881,74.9908,3,-0.331,-0.331,-0.4229,-0.4229
wbm-3-20634,-33.3167,69.0183,4,-0.7499,-0.7499,-0.7668,-0.7668
wbm-3-20635,-36.3799,85.3178,4,-0.0073,-0.0073,-0.2049,-0.2049
wbm-3-20636,-36.38,85.4442,4,-0.0074,-0.0074,-0.2049,-0.2049
wbm-3-20637,-27.693,136.6581,6,-0.0618,-0.0618,-0.0405,-0.0405
wbm-3-20638,-52.7905,202.5863,10,-0.7673,-0.7673,-0.7468,-0.7468
wbm-3-20639,-40.3258,148.4834,8,-0.5527,-0.5527,-0.5165,-0.5165
wbm-3-20640,-52.5911,199.5295,10,-0.763,-0.763,-0.7304,-0.7304
wbm-3-20641,-40.0843,146.2772,8,-0.5323,-0.5323,-0.4811,-0.4811
wbm-3-20642,-72.2815,169.374,10,-0.5762,-0.5762,-0.5318,-0.5318
wbm-3-20643,-40.2045,147.5228,8,-0.5437,-0.5437,-0.5088,-0.5088
wbm-3-20644,-40.4886,199.9242,9,-0.5631,-0.5631,-0.5443,-0.5443
wbm-3-20645,-40.2296,197.1718,9,-0.5474,-0.5474,-0.5039,-0.5039
wbm-3-20646,-68.8725,207.0694,9,-0.5604,-0.5604,-0.5673,-0.5673
wbm-3-20647,-40.2924,198.252,9,-0.5494,-0.5494,-0.532,-0.532
wbm-3-20648,-39.6341,192.8494,9,-0.4968,-0.4968,-0.4588,-0.4588
wbm-3-20649,-41.1894,220.865,9,-0.5829,-0.5829,-0.5667,-0.5667
wbm-3-20650,-41.0077,211.9663,9,-0.5835,-0.5835,-0.5719,-0.5719
wbm-3-20651,-40.637,202.896,9,-0.5704,-0.5704,-0.5491,-0.5491
wbm-3-20652,-39.8015,194.2658,9,-0.5304,-0.5304,-0.5046,-0.5046
wbm-3-20653,-55.7307,203.4041,9,-0.0285,-0.0285,-0.0127,-0.0127
wbm-3-20654,-30.8944,202.5866,9,-0.5195,-0.5195,-0.5028,-0.5028
wbm-3-20655,-31.3745,161.9031,8,0.1024,0.1024,0.0819,0.0819
wbm-3-20656,-53.7568,247.1426,10,-0.7322,-0.7322,-0.7313,-0.7313
wbm-3-20657,-52.1288,191.8666,10,-0.7354,-0.7354,-0.7171,-0.7171
wbm-3-20658,-39.692,143.5871,8,-0.4949,-0.4949,-0.4466,-0.4466
wbm-3-20659,-40.9185,157.4732,8,-0.5865,-0.5865,-0.5933,-0.5933
wbm-3-20660,-53.4161,149.8518,8,-0.1038,-0.1038,0.0,0.0
wbm-3-20661,-40.9994,159.9138,8,-0.5934,-0.5934,-0.5943,-0.5943
wbm-3-20662,-53.0261,217.9062,10,-0.7461,-0.7461,-0.7243,-0.7243
wbm-3-20663,-40.7455,154.0634,8,-0.5772,-0.5772,-0.5834,-0.5834
wbm-3-20664,-51.5091,125.6095,8,-0.1379,-0.1379,-0.0512,-0.0512
wbm-3-20665,-51.7019,120.7782,8,-0.162,-0.162,-0.1582,-0.1582
wbm-3-20666,-52.8971,206.6563,10,-0.7669,-0.7669,-0.7437,-0.7437
wbm-3-20667,-40.3125,149.0399,8,-0.5442,-0.5442,-0.5625,-0.5625
wbm-3-20668,-45.9659,157.7464,8,-0.556,-0.556,-0.5056,-0.5056
wbm-3-20669,-52.156,195.4266,10,-0.7562,-0.7562,-0.7317,-0.7317
wbm-3-20670,-39.819,145.1641,8,-0.5221,-0.5221,-0.4804,-0.4804
wbm-3-20671,-44.0139,147.8422,8,-0.5488,-0.5488,-0.5714,-0.5714
wbm-3-20672,-49.6125,331.4128,12,-0.5,-0.5,-0.4959,-0.4959
wbm-3-20673,-49.6083,331.23,12,-0.4997,-0.4997,-0.49,-0.49
wbm-3-20674,-26.3012,93.0058,5,-0.48,-0.48,-0.4392,-0.4392
wbm-3-20675,-49.2959,188.6174,10,-0.4146,-0.4146,-0.3854,-0.3854
wbm-3-20676,-24.5709,92.6981,5,-0.3992,-0.3992,-0.3693,-0.3693
wbm-3-20677,-49.0606,186.2619,10,-0.3989,-0.3989,-0.3507,-0.3507
wbm-3-20678,-24.4405,91.5673,5,-0.3809,-0.3809,-0.27,-0.27
wbm-3-20679,-59.9945,199.5096,10,-0.3474,-0.3474,-0.33,-0.33
wbm-3-20680,-30.2956,97.7133,5,-0.4071,-0.4071,-0.4026,-0.4026
wbm-3-20681,-30.2976,97.6443,5,-0.4075,-0.4075,-0.4031,-0.4031
wbm-3-20682,-68.4625,192.7426,10,-0.4374,-0.4374,-0.4272,-0.4272
wbm-3-20683,-34.2212,92.8962,5,-0.4354,-0.4354,-0.3682,-0.3682
wbm-3-20684,-34.2239,92.6753,5,-0.4359,-0.4359,-0.3699,-0.3699
wbm-3-20685,-49.1663,187.7867,10,-0.4065,-0.4065,-0.3752,-0.3752
wbm-3-20686,-24.484,92.5079,5,-0.3867,-0.3867,-0.3636,-0.3636
wbm-3-20687,-50.4974,204.7787,10,-0.4689,-0.4689,-0.4806,-0.4806
wbm-3-20688,-25.4425,97.541,5,-0.5077,-0.5077,-0.4669,-0.4669
wbm-3-20689,-48.6129,184.125,10,-0.3634,-0.3634,-0.3126,-0.3126
wbm-3-20690,-25.0326,95.5508,5,-0.4593,-0.4593,-0.4574,-0.4574
wbm-3-20691,-62.7925,188.6825,10,-0.096,-0.096,-0.0234,-0.0234
wbm-3-20692,-48.7083,291.7776,12,-0.5012,-0.5012,-0.4973,-0.4973
wbm-3-20693,-48.7088,291.648,12,-0.5012,-0.5012,-0.4977,-0.4977
wbm-3-20694,-49.4044,189.0343,10,-0.4199,-0.4199,-0.3894,-0.3894
wbm-3-20695,-24.6339,92.7211,5,-0.4063,-0.4063,-0.3703,-0.3703
wbm-3-20696,-48.7468,185.8957,10,-0.3859,-0.3859,-0.3425,-0.3425
wbm-3-20697,-24.2689,92.0008,5,-0.365,-0.365,-0.3324,-0.3324
wbm-3-20698,-48.9318,242.9886,12,-0.5698,-0.5698,-0.609,-0.609
wbm-3-20699,-48.9373,242.4778,12,-0.5702,-0.5702,-0.6055,-0.6055
wbm-3-20700,-26.5261,93.2323,5,-0.4183,-0.4183,-0.4078,-0.4078
wbm-3-20701,-28.0354,92.3055,5,-0.3039,-0.3039,-0.021,-0.021
wbm-3-20702,-34.4578,122.9174,7,-0.2152,-0.2152,-0.1625,-0.1625
wbm-3-20703,-36.7904,125.3924,7,-0.2939,-0.2939,-0.302,-0.302
wbm-3-20704,-36.8025,124.9702,7,-0.2957,-0.2957,-0.3015,-0.3015
wbm-3-20705,-38.1909,161.8181,8,-0.1772,-0.1772,-0.2308,-0.2308
wbm-3-20706,-23.754,159.1727,6,-0.4119,-0.4119,-0.3585,-0.3585
wbm-3-20707,-23.7539,159.2552,6,-0.4119,-0.4119,-0.3572,-0.3572
wbm-3-20708,-47.44,316.4704,12,-0.4063,-0.4063,-0.3576,-0.3576
wbm-3-20709,-65.5971,245.392,12,-0.5813,-0.5813,-0.587,-0.587
wbm-3-20710,-30.823,113.0357,6,-0.6942,-0.6942,-0.6616,-0.6616
wbm-3-20711,-61.6505,223.2935,12,-0.6945,-0.6945,-0.6751,-0.6751
wbm-3-20712,-61.3929,223.0904,12,-0.6861,-0.6861,-0.6549,-0.6549
wbm-3-20713,-30.6964,111.5953,6,-0.6861,-0.6861,-0.6546,-0.6546
wbm-3-20714,-61.4409,220.1005,12,-0.6901,-0.6901,-0.6695,-0.6695
wbm-3-20715,-61.2216,175.9096,9,-0.4643,-0.4643,-0.3874,-0.3874
wbm-3-20716,-41.2208,122.8789,6,-0.5321,-0.5321,-0.5142,-0.5142
wbm-3-20717,-81.5587,263.152,12,-0.4585,-0.4585,-0.4519,-0.4519
wbm-3-20718,-49.7101,118.1738,6,-0.6856,-0.6856,-0.6525,-0.6525
wbm-3-20719,-60.3818,143.0347,9,-0.4826,-0.4826,-0.4093,-0.4093
