material_id,chgnet_energy_IS2RE,e_form_per_atom_chgnet_uncorrected,e_form_per_atom_chgnet,e_form_per_atom_mp2020_corrected,e_form_per_atom_chgnet_megnet
wbm-3-15875,-58.9322,-0.2304,-0.2304,-0.178,-0.1811
wbm-3-15876,-53.9202,0.0681,0.0681,0.242,0.1524
wbm-3-15877,-85.5573,0.2092,0.2092,0.218,0.1957
wbm-3-15878,-29.8013,0.2689,0.2689,0.21,0.4332
wbm-3-15879,-88.3722,0.4557,0.4557,0.341,0.5763
wbm-3-15880,-30.706,0.3728,0.3728,0.107,0.5801
wbm-3-15881,-81.5298,-0.0506,-0.0506,-0.024,-0.0366
wbm-3-15882,-54.4737,0.2104,0.2104,0.292,0.1768
wbm-3-15883,-36.3281,-0.2726,-0.2726,-0.254,-0.3758
wbm-3-15884,-41.5204,0.1388,0.1388,0.068,0.1951
wbm-3-15885,-33.1812,-0.3837,-0.3837,-0.416,-0.3838
wbm-3-15886,-52.2715,-0.2015,-0.2015,-0.185,-0.2912
wbm-3-15887,-50.2235,-0.2771,-0.2771,-0.225,-0.3144
wbm-3-15888,-61.0648,-0.2947,-0.2947,-0.212,-0.3962
wbm-3-15889,-50.2046,-0.2809,-0.2809,-0.234,-0.3199
wbm-3-15890,-43.4708,0.1032,0.1032,0.064,0.146
wbm-3-15891,-50.0862,-0.1776,-0.1776,-0.175,-0.3027
wbm-3-15892,-49.6653,-0.167,-0.167,-0.133,-0.2461
wbm-3-15893,-64.6443,0.0055,0.0055,0.027,0.0839
wbm-3-15894,-65.3875,0.2426,0.2426,-0.087,0.2055
wbm-3-15895,-49.8308,-0.2001,-0.2001,-0.169,-0.2683
wbm-3-15896,-36.4787,-0.1491,-0.1491,-0.165,-0.165
wbm-3-15897,-46.8798,-0.0085,-0.0085,-0.007,-0.0441
wbm-3-15898,-50.1228,-0.2576,-0.2576,-0.215,-0.3078
wbm-3-15899,-62.0871,-0.0889,-0.0889,-0.161,-0.2129
wbm-3-15900,-76.0187,0.1306,0.1306,0.053,0.036
wbm-3-15901,-43.1929,-0.1651,-0.1651,-0.083,-0.1969
wbm-3-15902,-22.7717,0.0213,0.0213,0.019,0.1539
wbm-3-15903,-22.3211,0.0896,0.0896,0.082,0.1878
wbm-3-15904,-20.4099,0.2299,0.2299,0.17,0.1792
wbm-3-15905,-49.8226,-0.1658,-0.1658,-0.129,-0.1518
wbm-3-15906,-56.7338,-0.1752,-0.1752,-0.154,-0.1852
wbm-3-15907,-53.4524,-0.117,-0.117,-0.104,-0.1321
wbm-3-15908,-26.9808,-0.168,-0.168,-0.175,-0.1575
wbm-3-15909,-37.2525,-0.2007,-0.2007,-0.189,-0.2585
wbm-3-15910,-47.8739,-0.2473,-0.2473,-0.221,-0.2554
wbm-3-15911,-45.3836,-0.1051,-0.1051,-0.128,-0.2614
wbm-3-15912,-46.9819,-0.2449,-0.2449,-0.272,-0.34
wbm-3-15913,-56.5775,-0.1132,-0.1132,-0.077,-0.2866
wbm-3-15914,-39.7079,-0.4163,-0.4163,-0.446,-0.5391
wbm-3-15915,-52.1814,-0.2556,-0.2556,-0.3,-0.4289
wbm-3-15916,-41.9057,0.1018,0.1018,0.143,0.029
wbm-3-15917,-56.2559,0.0818,0.0818,0.12,0.0108
wbm-3-15918,-58.7775,-0.4218,-0.4218,-0.411,-0.5867
wbm-3-15919,-27.5848,0.2999,0.2999,-0.001,0.3408
wbm-3-15920,-111.3451,0.216,0.216,-0.147,0.2213
wbm-3-15921,-35.5229,0.1363,0.1363,0.213,-0.0114
wbm-3-15922,-54.6585,-0.4504,-0.6614,-0.388,-0.2012
wbm-3-15923,-28.1699,-0.008,-0.008,0.062,-0.0698
wbm-3-15924,-48.6687,0.0981,0.0981,-0.046,-0.1144
wbm-3-15925,-35.7225,-0.4551,-0.4551,-0.442,-0.431
wbm-3-15926,-56.923,-0.2369,-0.2369,-0.12,-0.3181
wbm-3-15927,-54.5528,-0.2722,-0.2722,-0.185,-0.3296
wbm-3-15928,-54.6597,-0.2953,-0.2953,-0.2,-0.3415
wbm-3-15929,-54.5429,-0.277,-0.277,-0.191,-0.3428
wbm-3-15930,-53.6334,-0.1169,-0.1169,-0.015,-0.188
wbm-3-15931,-54.1491,-0.1814,-0.1814,-0.131,-0.2732
wbm-3-15932,-54.0335,-0.1637,-0.1637,-0.119,-0.2456
wbm-3-15933,-54.2555,-0.2071,-0.2071,-0.15,-0.2909
wbm-3-15934,-38.8506,-0.1759,-0.1759,-0.134,-0.1631
wbm-3-15935,-51.4398,-0.0324,-0.0324,0.002,-0.1182
wbm-3-15936,-54.4864,-0.257,-0.257,-0.179,-0.322
wbm-3-15937,-56.3728,-0.0638,-0.0638,0.01,0.2019
wbm-3-15938,-60.5886,-0.3249,-0.3249,-0.276,-0.4273
wbm-3-15939,-54.5321,-0.3023,-0.3023,-0.212,-0.3506
wbm-3-15940,-84.9523,0.1143,0.1143,0.067,0.1273
wbm-3-15941,-47.1162,-0.1094,-0.1094,0.006,-0.1395
wbm-3-15942,-56.7545,0.0124,0.0124,-0.018,-0.0961
wbm-3-15943,-57.1931,-0.0424,-0.0424,-0.018,-0.1226
wbm-3-15944,-62.6559,-0.5841,-0.6609,-0.579,-0.5598
wbm-3-15945,-24.6101,-0.248,-0.3248,-0.215,-0.175
wbm-3-15946,-35.2596,-0.4986,-0.5754,-0.464,-0.4618
wbm-3-15947,-60.3033,-0.5818,-0.6586,-0.565,-0.5489
wbm-3-15948,-36.1006,-0.1356,-0.2124,-0.138,-0.1665
wbm-3-15949,-37.9542,-0.2424,-0.3192,-0.21,-0.1829
wbm-3-15950,-60.0258,-0.5639,-0.6407,-0.553,-0.5556
wbm-3-15951,-65.6077,-0.5831,-0.6599,-0.583,-0.5449
wbm-3-15952,-26.5078,-0.4987,-0.5755,-0.427,-0.4275
wbm-3-15953,-26.4498,-0.4871,-0.5639,-0.432,-0.4192
wbm-3-15954,-50.0448,-0.5175,-0.5655,-0.369,-0.5026
wbm-3-15955,-50.1652,-0.5423,-0.5903,-0.379,-0.5225
wbm-3-15956,-33.8683,-0.3616,-0.4096,-0.301,-0.139
wbm-3-15957,-68.7065,-0.4829,-0.5309,-0.363,-0.5102
wbm-3-15958,-50.0201,-0.5205,-0.5685,-0.374,-0.5068
wbm-3-15959,-50.0724,-0.5424,-0.5904,-0.392,-0.547
wbm-3-15960,-24.2123,-0.2791,-0.3271,-0.235,-0.0007
wbm-3-15961,-66.3102,-0.1354,-0.1834,0.172,-0.1454
wbm-3-15962,-56.137,-0.5773,-0.6253,-0.458,-0.5503
wbm-3-15963,-59.0056,-0.6505,-0.8865,-0.622,-0.6482
wbm-3-15964,-78.6784,-0.7556,-0.9916,-0.717,-0.7454
wbm-3-15965,-82.3169,-0.7661,-1.0021,-0.701,-0.7605
wbm-3-15966,-54.7167,-0.5308,-0.814,-0.481,-0.5966
wbm-3-15967,-50.1003,-0.2185,-0.2185,-0.188,-0.2334
wbm-3-15968,-56.9679,-0.2235,-0.2235,-0.199,-0.2137
wbm-3-15969,-53.8395,-0.1807,-0.1807,-0.154,-0.1598
wbm-3-15970,-27.1407,-0.2249,-0.2249,-0.231,-0.232
wbm-3-15971,-37.2342,-0.2218,-0.2218,-0.2,-0.2685
wbm-3-15972,-47.9453,-0.2765,-0.2765,-0.241,-0.2579
wbm-3-15973,-45.6417,-0.1529,-0.1529,-0.175,-0.2981
wbm-3-15974,-47.0097,-0.2599,-0.2599,-0.293,-0.4213
wbm-3-15975,-39.6871,-0.4232,-0.4232,-0.445,-0.557
wbm-3-15976,-52.6699,-0.3322,-0.3322,-0.335,-0.4826
wbm-3-15977,-30.4685,-0.0605,-0.0605,-0.168,0.0661
wbm-3-15978,-57.0017,-0.0218,-0.0218,0.029,-0.0826
wbm-3-15979,-25.0482,-0.1787,-0.1787,-0.164,-0.184
wbm-3-15980,-49.7912,-0.1482,-0.1482,-0.164,-0.167
wbm-3-15981,-35.4791,0.2049,0.2049,-0.072,0.0781
wbm-3-15982,-35.5691,0.1869,0.1869,-0.075,0.0447
wbm-3-15983,-25.1527,-0.2755,-0.2755,-0.249,-0.254
wbm-3-15984,-44.3612,-0.5369,-0.5369,-0.499,-0.5568
wbm-3-15985,-44.2223,-0.5342,-0.5342,-0.488,-0.548
wbm-3-15986,-44.196,-0.5254,-0.5254,-0.494,-0.5539
wbm-3-15987,-45.5476,-0.5618,-0.5618,-0.568,-0.5848
wbm-3-15988,-45.5363,-0.5604,-0.5604,-0.568,-0.5854
wbm-3-15989,-43.92,-0.514,-0.514,-0.463,-0.5376
wbm-3-15990,-44.8283,-0.5348,-0.5348,-0.494,-0.5457
wbm-3-15991,-44.7655,-0.5222,-0.5222,-0.488,-0.527
wbm-3-15992,-68.4616,0.0734,0.0734,0.077,-0.2871
wbm-3-15993,-44.7524,-0.5439,-0.5439,-0.501,-0.5585
wbm-3-15994,-44.456,-0.5384,-0.5384,-0.504,-0.5589
wbm-3-15995,-52.7455,-0.5323,-0.5323,-0.489,-0.5323
wbm-3-15996,-43.7702,-0.5122,-0.5122,-0.48,-0.5439
wbm-3-15997,-61.1451,-0.1282,-0.1282,-0.107,-0.1698
wbm-3-15998,-34.4672,-0.4504,-0.4504,-0.426,-0.3963
wbm-3-15999,-59.0792,-0.2924,-0.2924,-0.205,-0.2316
wbm-3-16000,-33.8954,-0.0524,-0.0524,-0.102,-0.0807
wbm-3-16001,-37.6117,-0.1837,-0.1837,-0.196,-0.1989
wbm-3-16002,-57.7914,-0.4948,-0.4948,-0.48,-0.533
wbm-3-16003,-52.7982,-0.3965,-0.3965,-0.359,-0.3787
wbm-3-16004,-52.7982,-0.3965,-0.3965,-0.359,-0.3786
wbm-3-16005,-74.446,-0.1909,-0.1909,-0.097,0.0126
wbm-3-16006,-75.3777,0.2066,0.2066,0.167,0.3948
wbm-3-16007,-53.786,-0.1303,-0.1303,-0.06,-0.1047
wbm-3-16008,-42.6942,0.1434,0.1434,0.161,0.144
wbm-3-16009,-43.0911,0.1037,0.1037,0.096,0.1227
wbm-3-16010,-32.1973,-0.421,-0.421,-0.446,-0.4274
wbm-3-16011,-51.022,-0.3379,-0.3379,-0.338,-0.3743
wbm-3-16012,-51.1051,-0.3483,-0.3483,-0.361,-0.4245
wbm-3-16013,-29.6635,-0.4447,-0.4447,-0.426,-0.4223
wbm-3-16014,-48.1305,-0.3081,-0.3081,-0.216,-0.3654
wbm-3-16015,-48.4646,-0.3498,-0.3498,-0.317,-0.3711
wbm-3-16016,-29.6534,-0.4584,-0.4584,-0.442,-0.4419
wbm-3-16017,-48.1812,-0.3242,-0.3242,-0.239,-0.3609
wbm-3-16018,-79.0868,-0.1466,-0.1466,-0.119,-0.0288
wbm-3-16019,-48.4322,-0.4108,-0.4108,-0.418,-0.4141
wbm-3-16020,-48.4035,-0.405,-0.405,-0.412,-0.4326
wbm-3-16021,-29.6053,-0.4429,-0.4429,-0.435,-0.4322
wbm-3-16022,-48.0542,-0.3046,-0.3046,-0.229,-0.3464
wbm-3-16023,-59.6199,-0.3424,-0.3424,-0.305,-0.3487
wbm-3-16024,-48.125,-0.3288,-0.3288,-0.261,-0.3881
wbm-3-16025,-48.3117,-0.3522,-0.3522,-0.315,-0.3694
wbm-3-16026,-58.8574,-0.3333,-0.3333,-0.28,-0.3062
wbm-3-16027,-29.5747,-0.3625,-0.3625,-0.321,-0.3036
wbm-3-16028,-48.07,-0.2602,-0.2602,-0.169,-0.2703
wbm-3-16029,-87.6648,0.0579,0.0579,0.042,0.0823
wbm-3-16030,-23.5097,-0.1333,-0.1333,-0.14,-0.0311
wbm-3-16031,-58.6037,-0.3028,-0.3028,-0.257,-0.2786
wbm-3-16032,-29.4561,-0.3336,-0.3336,-0.297,-0.2841
wbm-3-16033,-47.9672,-0.2441,-0.2441,-0.162,-0.2595
wbm-3-16034,-58.9854,-0.3659,-0.3659,-0.315,-0.3525
wbm-3-16035,-29.5944,-0.3862,-0.3862,-0.372,-0.3465
wbm-3-16036,-48.0962,-0.2758,-0.2758,-0.183,-0.312
wbm-3-16037,-30.4802,-0.0991,-0.0991,-0.135,-0.153
wbm-3-16038,-29.6731,-0.4356,-0.4356,-0.419,-0.4098
wbm-3-16039,-48.2027,-0.3102,-0.3102,-0.211,-0.3544
wbm-3-16040,-35.3306,-0.4553,-0.4553,-0.475,-0.4728
wbm-3-16041,-54.3918,-0.389,-0.389,-0.318,-0.3973
wbm-3-16042,-29.4525,-0.4549,-0.4549,-0.447,-0.4521
wbm-3-16043,-47.9002,-0.312,-0.312,-0.248,-0.3775
wbm-3-16044,-48.1863,-0.3478,-0.3478,-0.318,-0.3758
wbm-3-16045,-45.2461,-0.2635,-0.2635,-0.176,-0.2533
wbm-3-16046,-45.3621,-0.2751,-0.2751,-0.239,-0.2651
wbm-3-16047,-41.7913,-0.2825,-0.2825,-0.243,-0.2752
wbm-3-16048,-29.957,0.708,0.708,0.221,0.2504
wbm-3-16049,-17.8023,0.1432,0.1432,0.181,0.2562
wbm-3-16050,-20.1691,0.0356,0.0356,0.058,0.1141
wbm-3-16051,-36.1241,0.6492,0.6492,0.155,0.1848
wbm-3-16052,-41.7267,0.089,0.089,0.088,0.0582
wbm-3-16053,-42.8922,0.0318,0.0318,0.071,0.1964
wbm-3-16054,-28.8986,-0.1698,-0.1698,-0.178,-0.173
wbm-3-16055,-34.087,-0.3466,-0.3466,-0.331,-0.329
wbm-3-16056,-27.2083,-0.1044,-0.1044,-0.123,-0.1257
wbm-3-16057,-33.7874,-0.0909,-0.0909,-0.083,-0.217
wbm-3-16058,-37.2072,0.1441,0.1441,0.005,0.2138
wbm-3-16059,-42.9201,-0.0101,-0.0101,0.093,0.0786
wbm-3-16060,-49.4198,-0.0915,-0.0915,-0.052,-0.0915
wbm-3-16061,-37.5654,-0.0312,-0.0312,-0.024,0.0295
wbm-3-16062,-42.6831,-0.0436,-0.0436,-0.027,-0.1761
wbm-3-16063,-49.1341,0.0444,0.0444,0.049,-0.065
wbm-3-16064,-22.577,0.1509,0.1509,0.1,0.0646
wbm-3-16065,-41.0082,0.1455,0.1455,0.035,0.2112
wbm-3-16066,-44.1902,-0.0295,-0.0295,-0.089,-0.0901
wbm-3-16067,-45.1728,-0.1524,-0.1524,-0.089,-0.1039
wbm-3-16068,-38.4041,-0.0675,-0.0675,0.038,-0.0625
wbm-3-16069,-46.5671,-0.0033,-0.0033,0.065,-0.0234
wbm-3-16070,-46.1216,0.0524,0.0524,0.119,0.2485
wbm-3-16071,-53.1622,-0.4834,-0.5602,-0.426,-0.4575
wbm-3-16072,-49.7198,-0.1869,-0.1869,-0.172,-0.228
wbm-3-16073,-58.7174,-0.2373,-0.2373,-0.174,-0.2379
wbm-3-16074,-40.2813,-0.0562,-0.0562,-0.055,-0.0985
wbm-3-16075,-83.2492,0.004,0.004,0.092,-0.0526
wbm-3-16076,-71.881,0.1436,0.1436,0.362,0.2872
wbm-3-16077,-50.3676,-0.2789,-0.2789,-0.238,-0.3202
wbm-3-16078,-57.4183,-0.3022,-0.3022,-0.233,-0.2945
wbm-3-16079,-54.2173,-0.2521,-0.2521,-0.193,-0.247
wbm-3-16080,-27.2622,-0.2828,-0.2828,-0.287,-0.2741
wbm-3-16081,-37.1083,-0.2376,-0.2376,-0.2,-0.2713
wbm-3-16082,-47.7068,-0.2854,-0.2854,-0.256,-0.2747
wbm-3-16083,-47.0959,-0.2883,-0.2883,-0.301,-0.4395
wbm-3-16084,-53.1784,-0.4168,-0.4168,-0.354,-0.526
wbm-3-16085,-57.5919,-0.1154,-0.1154,-0.051,-0.1649
wbm-3-16086,-20.5086,-0.0295,-0.0295,0.083,0.0009
wbm-3-16087,-33.6348,-0.1782,-0.1782,0.057,-0.1085
wbm-3-16088,-45.1814,-0.2044,-0.2044,-0.182,-0.1814
wbm-3-16089,-75.3334,0.2261,0.2261,0.216,0.2704
wbm-3-16090,-58.5512,-0.2605,-0.2605,-0.214,-0.235
wbm-3-16091,-70.6359,0.0508,0.0508,0.165,0.1804
wbm-3-16092,-82.9134,0.2036,0.2036,0.151,0.2995
wbm-3-16093,-84.5085,0.5721,0.5721,0.352,0.3531
wbm-3-16094,-43.1484,0.3933,0.3933,-0.086,0.3982
wbm-3-16095,-65.5663,-0.2752,-0.2752,-0.289,-0.2755
wbm-3-16096,-32.8479,-0.2882,-0.2882,-0.324,-0.3665
wbm-3-16097,-39.8147,-0.1305,-0.1305,-0.009,-0.0048
wbm-3-16098,-57.0519,-0.329,-0.329,-0.248,-0.337
wbm-3-16099,-53.7974,-0.2736,-0.2736,-0.216,-0.2948
wbm-3-16100,-27.0218,-0.2982,-0.2982,-0.314,-0.3149
wbm-3-16101,-36.4308,-0.2124,-0.2124,-0.177,-0.2544
wbm-3-16102,-54.3075,-0.3295,-0.3295,-0.318,-0.3371
wbm-3-16103,-46.8451,-0.2729,-0.2729,-0.289,-0.4331
wbm-3-16104,-43.2609,-0.1439,-0.1439,-0.141,-0.1786
wbm-3-16105,-39.4887,0.0718,0.0718,0.091,0.1033
wbm-3-16106,-58.4412,-0.2296,-0.2296,-0.197,-0.244
wbm-3-16107,-29.1805,-0.2216,-0.2216,-0.224,-0.2338
wbm-3-16108,-37.6555,-0.3215,-0.3215,-0.281,-0.2937
wbm-3-16109,-32.4373,-0.315,-0.315,-0.333,-0.3491
wbm-3-16110,-61.4596,-0.2435,-0.2435,-0.193,-0.2355
wbm-3-16111,-35.7091,-0.195,-0.195,-0.2,-0.1915
wbm-3-16112,-44.8923,-0.3776,-0.3776,-0.328,-0.3898
wbm-3-16113,-44.7976,-0.3658,-0.3658,-0.351,-0.3605
wbm-3-16114,-50.1492,-0.563,-0.563,-0.505,-0.572
wbm-3-16115,-42.678,-0.2468,-0.2468,-0.203,-0.2959
wbm-3-16116,-55.081,-0.2896,-0.2896,-0.261,-0.2958
wbm-3-16117,-39.9944,-0.0678,-0.0678,-0.012,-0.0204
wbm-3-16118,-20.4222,-0.1528,-0.1528,-0.133,-0.0898
wbm-3-16119,-27.6027,-0.2099,-0.2099,-0.196,-0.1418
wbm-3-16120,-34.6484,-0.2237,-0.2237,-0.162,-0.1729
wbm-3-16121,-49.9007,-0.0889,-0.0889,-0.047,-0.2361
wbm-3-16122,-26.9202,0.0318,0.0318,0.115,0.1775
wbm-3-16123,-30.442,0.1333,0.1333,0.149,0.3803
wbm-3-16124,-35.075,-0.079,-0.079,-0.109,-0.0853
wbm-3-16125,-48.9738,-0.2959,-0.2959,-0.296,-0.431
wbm-3-16126,-33.1257,0.1263,0.1263,0.098,0.0624
wbm-3-16127,-53.8576,-0.2664,-0.2664,-0.217,-0.3083
wbm-3-16128,-58.1972,-0.2628,-0.2628,-0.179,-0.3111
wbm-3-16129,-51.9327,-0.3184,-0.3184,-0.211,-0.3648
wbm-3-16130,-21.8543,-0.0968,-0.0968,-0.073,-0.1431
wbm-3-16131,-23.9502,-0.1977,-0.1977,-0.175,-0.1595
wbm-3-16132,-23.9097,-0.1889,-0.1889,-0.166,-0.1112
wbm-3-16133,-23.9466,-0.2054,-0.2054,-0.188,-0.1774
wbm-3-16134,-19.9635,-0.0464,-0.0464,-0.036,0.1893
wbm-3-16135,-23.9341,-0.2173,-0.2173,-0.202,-0.1947
wbm-3-16136,-26.6953,-0.2143,-0.2143,-0.231,-0.206
wbm-3-16137,-20.5085,-0.1622,-0.1622,-0.156,-0.1435
wbm-3-16138,-25.8,-0.223,-0.223,-0.205,-0.1907
wbm-3-16139,-32.7448,0.0245,0.0245,0.119,0.0296
wbm-3-16140,-28.6837,-0.2682,-0.2682,-0.28,-0.2431
wbm-3-16141,-34.5613,-0.2143,-0.2143,-0.124,-0.0983
wbm-3-16142,-22.1543,-0.1862,-0.1862,-0.101,-0.2304
wbm-3-16143,-30.6776,-0.2302,-0.2302,-0.219,-0.1913
wbm-3-16144,-30.7263,-0.2578,-0.2578,-0.255,-0.2238
wbm-3-16145,-89.415,-0.2158,-0.2158,-0.199,-0.2524
wbm-3-16146,-37.4395,-0.4098,-0.4098,-0.376,-0.4187
wbm-3-16147,-47.4895,-0.3569,-0.3569,-0.319,-0.3202
wbm-3-16148,-14.9804,0.1999,0.1999,0.284,0.2777
wbm-3-16149,-30.6418,-0.2364,-0.2364,-0.239,-0.2095
wbm-3-16150,-20.8202,0.0319,0.0319,0.061,0.1457
wbm-3-16151,-22.9383,0.1322,0.1322,0.187,0.1352
wbm-3-16152,-31.0736,-0.1316,-0.1316,-0.07,-0.0558
wbm-3-16153,-30.8076,-0.2947,-0.2947,-0.31,-0.2788
wbm-3-16154,-36.3811,-0.1404,-0.1404,-0.103,-0.1101
wbm-3-16155,-45.7694,0.0018,0.0018,-0.039,-0.0266
wbm-3-16156,-30.1887,-0.068,-0.068,-0.061,-0.0086
wbm-3-16157,-20.6622,-0.1044,-0.1044,-0.094,-0.1756
wbm-3-16158,-28.1114,0.0782,0.0782,0.023,-0.0524
wbm-3-16159,-19.9535,0.0683,0.0683,0.096,0.277
wbm-3-16160,-30.0656,-0.0411,-0.0411,-0.022,0.0527
wbm-3-16161,-20.5962,-0.0848,-0.0848,-0.086,-0.1595
wbm-3-16162,-55.824,0.4093,0.4093,0.338,0.3671
wbm-3-16163,-29.3568,0.0968,0.0968,-0.036,-0.0589
wbm-3-16164,-30.4109,-0.1298,-0.1298,-0.117,-0.0762
wbm-3-16165,-20.6725,-0.1194,-0.1194,-0.106,-0.2003
wbm-3-16166,-30.6765,-0.2162,-0.2162,-0.199,-0.1705
wbm-3-16167,-63.7465,-0.3138,-0.3138,-0.325,-0.402
wbm-3-16168,-38.9766,-0.2098,-0.2098,-0.118,-0.2094
wbm-3-16169,-23.6827,-0.1981,-0.1981,-0.239,-0.261
wbm-3-16170,-30.5303,-0.2711,-0.2711,-0.275,-0.2499
wbm-3-16171,-50.269,-0.1531,-0.1531,0.048,-0.0725
wbm-3-16172,-27.534,-0.1916,-0.1916,-0.105,-0.1305
wbm-3-16173,-36.0301,-0.1924,-0.1924,-0.206,-0.1707
wbm-3-16174,-20.2128,-0.0196,-0.0196,0.089,0.0182
wbm-3-16175,-34.4388,-0.3734,-0.3734,-0.348,-0.3685
wbm-3-16176,-67.3287,-0.2859,-0.2859,-0.25,-0.3164
wbm-3-16177,-73.3531,-0.3304,-0.3304,-0.248,-0.3693
wbm-3-16178,-35.2068,-0.3064,-0.3064,-0.244,-0.3509
wbm-3-16179,-42.302,-0.2532,-0.2532,-0.206,-0.2434
wbm-3-16180,-61.0036,-0.1568,-0.1568,-0.143,-0.1127
wbm-3-16181,-66.1152,-0.0223,-0.0223,0.106,-0.0491
wbm-3-16182,-53.0325,-0.2501,-0.2501,-0.155,-0.2304
wbm-3-16183,-52.9553,-0.2404,-0.2404,-0.206,-0.2504
wbm-3-16184,-58.1104,-0.2778,-0.2778,-0.197,-0.3098
wbm-3-16185,-35.2465,-0.1561,-0.1561,-0.153,-0.2043
wbm-3-16186,-50.1277,0.0956,0.0956,0.164,0.0435
wbm-3-16187,-32.756,0.1036,0.1036,0.108,-0.0062
wbm-3-16188,-32.3076,-0.2018,-0.4307,-0.215,-0.456
wbm-3-16189,-41.6338,-0.6558,-1.0442,-0.675,-0.7401
wbm-3-16190,-34.4595,-0.2537,-0.2537,-0.267,-0.2201
wbm-3-16191,-68.6749,-0.2293,-0.2293,-0.234,-0.2198
wbm-3-16192,-55.4557,-0.1175,-0.1175,-0.059,-0.1647
wbm-3-16193,-19.0333,0.8165,0.8165,0.738,0.8708
wbm-3-16194,-34.5695,-0.0732,-0.0732,-0.106,-0.0926
wbm-3-16195,-34.4234,-0.022,-0.022,-0.048,-0.0442
wbm-3-16196,-34.3168,-0.0021,-0.0021,-0.032,-0.0194
wbm-3-16197,-34.4664,-0.0374,-0.0374,-0.072,-0.0625
wbm-3-16198,-30.4589,0.1256,0.1256,0.164,0.1308
wbm-3-16199,-34.57,-0.0687,-0.0687,-0.101,-0.0873
wbm-3-16200,-31.2965,-0.0389,-0.0389,-0.051,-0.0049
wbm-3-16201,-36.3981,-0.068,-0.068,-0.098,-0.0802
wbm-3-16202,-57.4774,-0.3786,-0.3786,-0.397,-0.3356
wbm-3-16203,-63.1175,-0.2041,-0.2041,-0.206,-0.23
wbm-3-16204,-63.2822,-0.2362,-0.2362,-0.239,-0.2535
wbm-3-16205,-31.6543,-0.2388,-0.2388,-0.225,-0.247
wbm-3-16206,-52.5623,-0.0971,-0.0971,0.029,-0.0933
wbm-3-16207,-34.1484,-0.3601,-0.3601,-0.362,-0.3564
wbm-3-16208,-34.1762,-0.3712,-0.3712,-0.364,-0.3595
wbm-3-16209,-39.1137,-0.2401,-0.2401,-0.232,-0.2955
wbm-3-16210,-34.1528,-0.3649,-0.3649,-0.363,-0.3608
wbm-3-16211,-34.2017,-0.3141,-0.3141,-0.321,-0.3102
wbm-3-16212,-34.0694,-0.32,-0.32,-0.323,-0.3084
wbm-3-16213,-40.4173,-0.0147,-0.0147,-0.113,-0.1112
wbm-3-16214,-33.9985,-0.3061,-0.3061,-0.31,-0.297
wbm-3-16215,-41.2127,0.0727,0.0727,-0.225,-0.268
wbm-3-16216,-34.1032,-0.3339,-0.3339,-0.341,-0.3314
wbm-3-16217,-30.1398,-0.1782,-0.1782,-0.133,-0.1449
wbm-3-16218,-36.9171,-0.3537,-0.3537,-0.386,-0.3371
wbm-3-16219,-55.3663,-0.0604,-0.0604,-0.006,-0.0395
wbm-3-16220,-30.6768,-0.2927,-0.2927,-0.283,-0.305
wbm-3-16221,-49.3099,-0.0755,-0.0755,-0.055,-0.0431
wbm-3-16222,-50.2505,-0.1547,-0.1547,-0.139,-0.1588
wbm-3-16223,-39.2519,-0.458,-0.458,-0.432,-0.4241
wbm-3-16224,-37.8658,-0.4545,-0.4545,-0.474,-0.4385
wbm-3-16225,-42.8016,-0.3231,-0.3231,-0.324,-0.3555
wbm-3-16226,-37.8608,-0.4512,-0.4512,-0.474,-0.4386
wbm-3-16227,-75.5876,-0.4401,-0.4401,-0.418,-0.4169
wbm-3-16228,-75.9537,-0.4117,-0.4117,-0.402,-0.4151
wbm-3-16229,-37.8051,-0.4522,-0.4522,-0.467,-0.4334
wbm-3-16230,-37.8101,-0.4118,-0.4118,-0.433,-0.386
wbm-3-16231,-75.4658,-0.399,-0.399,-0.399,-0.4199
wbm-3-16232,-43.9353,-0.0694,-0.0694,-0.189,-0.1706
wbm-3-16233,-37.7966,-0.4075,-0.4075,-0.419,-0.3881
wbm-3-16234,-75.481,-0.3981,-0.3981,-0.391,-0.4144
wbm-3-16235,-45.7943,-0.1593,-0.1593,-0.311,-0.3434
wbm-3-16236,-37.8596,-0.4283,-0.4283,-0.451,-0.4095
wbm-3-16237,-75.5464,-0.4139,-0.4139,-0.408,-0.4073
wbm-3-16238,-33.8337,-0.2622,-0.2622,-0.243,-0.2481
wbm-3-16239,-37.8762,-0.4451,-0.4451,-0.471,-0.4353
wbm-3-16240,-75.5626,-0.4293,-0.4293,-0.408,-0.4163
wbm-3-16241,-40.8075,-0.4704,-0.4704,-0.457,-0.4619
wbm-3-16242,-81.6008,-0.4693,-0.4693,-0.421,-0.4367
wbm-3-16243,-37.7917,-0.4575,-0.4575,-0.473,-0.4402
wbm-3-16244,-75.4601,-0.4472,-0.4472,-0.428,-0.4148
wbm-3-16245,-34.4027,-0.382,-0.382,-0.381,-0.4078
wbm-3-16246,-79.479,-0.4503,-0.4503,-0.414,-0.4257
wbm-3-16247,-74.8306,-0.3756,-0.3756,-0.382,-0.3035
wbm-3-16248,-37.5019,-0.4031,-0.4031,-0.397,-0.3398
wbm-3-16249,-75.136,-0.4141,-0.4141,-0.416,-0.3451
wbm-3-16250,-94.1144,-0.0876,-0.0876,-0.102,0.0131
